depth,speed
0.0,1536.477
10.0,1536.22
20.0,1535.753
30.0,1535.211
40.0,1534.956
50.0,1533.803
60.0,1532.677
70.0,1533.004
80.0,1532.328
90.0,1531.736
100.0,1531.251
110.0,1530.761
120.0,1530.082
130.0,1529.376
140.0,1528.812
150.0,1528.145
160.0,1527.143
170.0,1525.959
180.0,1524.819
190.0,1523.698
200.0,1522.462
250.0,1518.31
300.0,1514.246
350.0,1509.41
400.0,1504.835
450.0,1498.903
500.0,1493.749
550.0,1489.469
600.0,1486.593
700.0,1483.316
800.0,1481.334
900.0,1480.106
1200.0,1481.304
1846.3477,1488.181
