depth,speed
0.0,1539.682
10.0,1539.733
20.0,1539.44
30.0,1538.509
40.0,1536.183
50.0,1533.972
60.0,1532.874
70.0,1531.867
80.0,1530.218
90.0,1529.164
100.0,1529.079
110.0,1528.333
120.0,1526.904
130.0,1524.933
140.0,1524.333
150.0,1522.812
160.0,1521.369
170.0,1520.137
180.0,1517.799
190.0,1516.483
200.0,1516.262
250.0,1513.349
300.0,1510.388
350.0,1505.154
400.0,1498.9
450.0,1493.618
500.0,1488.391
550.0,1485.408
600.0,1483.846
700.0,1482.269
800.0,1480.771
900.0,1480.122
1200.0,1481.423
1846.3477,1488.343
