depth,speed
0.0,1532.879
10.0,1532.929
20.0,1532.751
30.0,1532.564
40.0,1532.318
50.0,1531.736
60.0,1530.737
70.0,1529.58
80.0,1528.351
90.0,1527.544
100.0,1526.797
110.0,1525.867
120.0,1524.895
130.0,1524.247
140.0,1523.372
150.0,1522.399
160.0,1521.598
170.0,1520.944
180.0,1520.44
190.0,1520.074
200.0,1519.656
250.0,1516.489
300.0,1512.713
350.0,1507.544
400.0,1502.622
450.0,1497.869
500.0,1493.39
550.0,1489.85
600.0,1485.844
700.0,1481.609
800.0,1479.999
900.0,1479.814
1200.0,1480.681
1846.3477,1488.853
