depth,speed
0.0,1534.846
10.0,1534.966
20.0,1535.109
30.0,1535.271
40.0,1535.406
50.0,1535.541
60.0,1535.668
70.0,1535.831
80.0,1536.035
90.0,1535.95
100.0,1534.118
110.0,1532.702
120.0,1530.999
130.0,1529.003
140.0,1528.461
150.0,1527.018
160.0,1524.603
170.0,1522.626
180.0,1520.736
190.0,1518.819
200.0,1516.437
250.0,1510.807
300.0,1504.695
350.0,1500.003
400.0,1496.313
450.0,1490.623
500.0,1487.548
550.0,1482.96
600.0,1479.339
700.0,1478.604
800.0,1478.307
900.0,1478.253
1200.0,1480.286
1846.3477,1488.038
