depth,speed
0.0,1526.777
10.0,1526.871
20.0,1526.946
30.0,1526.543
40.0,1524.333
50.0,1523.317
60.0,1522.755
70.0,1522.497
80.0,1522.126
90.0,1521.881
100.0,1521.688
110.0,1521.609
120.0,1521.588
130.0,1521.543
140.0,1521.539
150.0,1521.555
160.0,1521.481
170.0,1521.239
180.0,1520.839
190.0,1520.32
200.0,1519.726
250.0,1517.706
300.0,1516.269
350.0,1514.379
400.0,1511.312
450.0,1507.296
500.0,1502.867
550.0,1498.29
600.0,1494.84
700.0,1488.667
800.0,1484.171
900.0,1482.75
1200.0,1481.771
1846.3477,1487.834
