depth,speed
0.0,1532.731
10.0,1532.831
20.0,1532.97
30.0,1533.109
40.0,1532.407
50.0,1531.108
60.0,1529.863
70.0,1529.381
80.0,1528.679
90.0,1527.995
100.0,1527.54
110.0,1527.046
120.0,1526.326
130.0,1525.434
140.0,1524.687
150.0,1524.064
160.0,1523.416
170.0,1522.874
180.0,1521.964
190.0,1521.267
200.0,1520.578
250.0,1518.663
300.0,1516.864
350.0,1513.995
400.0,1510.778
450.0,1505.347
500.0,1500.172
550.0,1495.605
600.0,1493.394
700.0,1486.384
800.0,1482.94
900.0,1481.455
1200.0,1481.231
1846.3477,1488.034
