depth,speed
0.0,1530.263
10.0,1530.436
20.0,1530.573
30.0,1530.69
40.0,1530.845
50.0,1531.039
60.0,1531.222
70.0,1531.406
80.0,1531.587
90.0,1531.277
100.0,1530.076
110.0,1528.445
120.0,1527.152
130.0,1525.878
140.0,1525.253
150.0,1524.592
160.0,1523.844
170.0,1523.024
180.0,1522.085
190.0,1521.356
200.0,1520.577
250.0,1516.655
300.0,1512.458
350.0,1508.36
400.0,1504.86
450.0,1500.327
500.0,1495.575
550.0,1492.243
600.0,1489.813
700.0,1483.482
800.0,1479.772
900.0,1478.679
1200.0,1480.349
1846.3477,1487.958
