depth,speed
0.0,1537.232
10.0,1534.144
20.0,1525.623
30.0,1518.902
40.0,1512.29
50.0,1506.128
60.0,1501.839
70.0,1498.637
80.0,1495.832
90.0,1493.449
100.0,1492.011
110.0,1491.311
120.0,1490.061
130.0,1488.504
140.0,1486.894
150.0,1485.607
160.0,1483.845
170.0,1481.723
180.0,1480.093
190.0,1478.22
200.0,1476.388
250.0,1472.673
300.0,1472.277
350.0,1472.098
400.0,1472.859
450.0,1473.8
500.0,1474.292
550.0,1474.646
600.0,1474.048
700.0,1475.326
800.0,1476.185
900.0,1477.178
1200.0,1479.78
1600.0,1484.993
2276.6,1494.034
