depth,speed
0.0,1534.149
10.0,1533.639
20.0,1525.623
30.0,1514.266
40.0,1505.053
50.0,1499.669
60.0,1496.322
70.0,1494.895
80.0,1494.483
90.0,1494.377
100.0,1493.562
110.0,1491.321
120.0,1490.788
130.0,1488.7
140.0,1487.357
150.0,1484.791
160.0,1481.061
170.0,1477.712
180.0,1476.725
190.0,1474.354
200.0,1472.362
250.0,1470.425
300.0,1470.673
350.0,1471.024
400.0,1469.709
450.0,1470.302
500.0,1471.133
550.0,1472.13
600.0,1473.143
700.0,1475.2
800.0,1475.458
900.0,1476.115
1200.0,1479.819
1600.0,1484.805
2276.6,1494.348
