depth,speed
0.0,1514.421
10.0,1512.384
20.0,1498.906
30.0,1491.842
40.0,1488.069
50.0,1485.094
60.0,1480.285
70.0,1478.023
80.0,1476.726
90.0,1475.336
100.0,1474.863
110.0,1473.818
120.0,1472.703
130.0,1471.581
140.0,1469.936
150.0,1468.979
160.0,1467.767
170.0,1466.017
180.0,1465.44
190.0,1465.059
200.0,1464.891
250.0,1465.12
300.0,1465.09
350.0,1465.411
400.0,1467.456
450.0,1468.656
500.0,1471.116
550.0,1472.516
600.0,1473.114
700.0,1475.159
800.0,1475.98
900.0,1476.692
1200.0,1479.42
1600.0,1484.419
2276.6,1493.816
