depth,speed
0.0,1501.889
10.0,1500.994
20.0,1491.197
30.0,1486.033
40.0,1485.022
50.0,1485.067
60.0,1483.85
70.0,1483.512
80.0,1482.449
90.0,1481.69
100.0,1481.267
110.0,1480.438
120.0,1479.064
130.0,1478.118
140.0,1477.83
150.0,1477.598
160.0,1477.789
170.0,1477.343
180.0,1476.644
190.0,1475.884
200.0,1474.5
250.0,1468.447
300.0,1464.214
350.0,1462.71
400.0,1464.779
450.0,1466.165
500.0,1470.208
550.0,1471.102
600.0,1472.518
700.0,1475.01
800.0,1475.897
900.0,1476.121
1200.0,1480.155
1600.0,1484.773
2276.6,1494.09
