depth,speed
0.0,1490.592
10.0,1490.742
20.0,1491.01
30.0,1491.194
40.0,1491.329
50.0,1491.783
60.0,1492.234
70.0,1492.749
80.0,1485.383
90.0,1476.723
100.0,1470.329
110.0,1466.092
120.0,1463.28
130.0,1462.9
140.0,1463.957
150.0,1464.244
160.0,1463.575
170.0,1463.513
180.0,1463.442
190.0,1463.918
200.0,1465.287
250.0,1465.969
300.0,1468.866
350.0,1470.71
400.0,1472.927
450.0,1473.16
500.0,1473.529
550.0,1473.331
600.0,1473.815
700.0,1474.307
800.0,1475.145
900.0,1476.312
1200.0,1479.605
1600.0,1484.849
2276.6,1494.069
