depth,speed
0.0,1486.555
10.0,1486.65
20.0,1486.807
30.0,1486.964
40.0,1487.136
50.0,1487.297
60.0,1487.458
70.0,1487.626
80.0,1487.789
90.0,1487.952
100.0,1488.135
110.0,1488.296
120.0,1488.45
130.0,1488.618
140.0,1488.784
150.0,1488.922
160.0,1489.09
170.0,1489.214
180.0,1489.325
190.0,1489.439
200.0,1488.82
250.0,1483.133
300.0,1474.464
350.0,1469.641
400.0,1473.801
450.0,1472.312
500.0,1472.646
550.0,1473.846
600.0,1474.664
700.0,1474.425
800.0,1475.078
900.0,1476.256
1200.0,1479.382
1600.0,1484.392
2276.6,1494.299
