depth,speed
0.0,1505.839
10.0,1503.618
20.0,1497.597
30.0,1495.216
40.0,1493.345
50.0,1489.896
60.0,1487.744
70.0,1486.013
80.0,1483.155
90.0,1481.399
100.0,1479.991
110.0,1477.473
120.0,1475.543
130.0,1476.048
140.0,1476.285
150.0,1475.392
160.0,1474.15
170.0,1473.182
180.0,1472.462
190.0,1472.056
200.0,1471.21
250.0,1469.792
300.0,1469.069
350.0,1471.134
400.0,1472.355
450.0,1472.213
500.0,1472.153
550.0,1472.659
600.0,1473.74
700.0,1474.036
800.0,1475.241
900.0,1476.748
1200.0,1479.638
1600.0,1484.626
2276.6,1494.194
