depth,speed
0.0,1495.191
10.0,1495.299
20.0,1495.421
30.0,1495.59
40.0,1495.752
50.0,1495.907
60.0,1496.054
70.0,1496.22
80.0,1496.401
90.0,1496.554
100.0,1496.421
110.0,1496.423
120.0,1495.547
130.0,1493.685
140.0,1491.851
150.0,1490.989
160.0,1490.206
170.0,1488.613
180.0,1487.623
190.0,1486.155
200.0,1485.738
250.0,1486.655
300.0,1482.165
350.0,1477.195
400.0,1474.263
450.0,1476.581
500.0,1476.076
550.0,1476.871
600.0,1476.038
700.0,1475.978
800.0,1475.983
900.0,1476.586
1200.0,1479.829
1600.0,1484.624
2276.6,1494.183
