depth,speed
0.0,1523.874
10.0,1523.855
20.0,1522.891
30.0,1520.1
40.0,1518.08
50.0,1516.175
60.0,1510.297
70.0,1508.204
80.0,1506.486
90.0,1505.137
100.0,1503.989
110.0,1503.307
120.0,1502.264
130.0,1500.5
140.0,1499.323
150.0,1497.315
160.0,1495.684
170.0,1495.167
180.0,1494.197
190.0,1492.97
200.0,1490.936
250.0,1485.035
300.0,1483.097
350.0,1479.373
400.0,1477.753
450.0,1478.17
500.0,1477.765
550.0,1477.499
600.0,1476.821
700.0,1476.744
800.0,1476.99
900.0,1477.57
1200.0,1480.05
1600.0,1484.868
2276.6,1494.069
