depth,speed
0.0,1466.98
10.0,1467.039
20.0,1467.146
30.0,1467.615
40.0,1467.942
50.0,1468.075
60.0,1468.159
70.0,1468.553
80.0,1468.945
90.0,1468.632
100.0,1468.817
110.0,1470.134
120.0,1469.929
130.0,1469.953
140.0,1469.95
150.0,1469.558
160.0,1468.972
170.0,1468.348
180.0,1468.489
190.0,1468.39
200.0,1467.938
250.0,1466.685
300.0,1469.597
350.0,1471.03
400.0,1470.703
450.0,1472.239
500.0,1473.368
550.0,1474.98
600.0,1474.503
700.0,1475.356
800.0,1475.103
900.0,1476.279
1200.0,1479.651
1600.0,1484.53
2276.6,1494.156
