depth,speed
0.0,1530.213
10.0,1530.336
20.0,1528.808
30.0,1516.305
40.0,1505.569
50.0,1493.912
60.0,1486.555
70.0,1484.615
80.0,1485.656
90.0,1483.597
100.0,1481.01
110.0,1479.156
120.0,1479.115
130.0,1481.176
140.0,1479.535
150.0,1479.077
160.0,1478.714
170.0,1479.99
180.0,1479.421
190.0,1476.315
200.0,1475.271
250.0,1467.814
300.0,1469.222
350.0,1467.679
400.0,1471.404
450.0,1471.948
500.0,1475.731
550.0,1476.885
600.0,1476.782
700.0,1476.574
800.0,1476.921
900.0,1477.445
1200.0,1480.081
1600.0,1484.63
2276.6,1494.176
