depth,speed
0.0,1487.461
10.0,1487.512
20.0,1487.324
30.0,1486.945
40.0,1487.108
50.0,1487.016
60.0,1486.797
70.0,1486.795
80.0,1486.907
90.0,1486.921
100.0,1486.679
110.0,1486.381
120.0,1486.161
130.0,1485.892
140.0,1485.697
150.0,1485.265
160.0,1484.914
170.0,1484.575
180.0,1484.161
190.0,1483.634
200.0,1482.931
250.0,1479.205
300.0,1475.565
350.0,1474.225
400.0,1470.468
450.0,1469.379
500.0,1470.622
550.0,1472.289
600.0,1474.198
700.0,1475.119
800.0,1476.017
900.0,1477.514
1200.0,1480.293
1600.0,1485.422
2276.6,1493.789
