depth,speed
0.0,1478.149
10.0,1478.03
20.0,1476.897
30.0,1475.843
40.0,1475.148
50.0,1474.921
60.0,1474.72
70.0,1474.495
80.0,1473.866
90.0,1473.416
100.0,1472.893
110.0,1472.471
120.0,1472.091
130.0,1471.535
140.0,1471.127
150.0,1469.198
160.0,1466.34
170.0,1466.811
180.0,1467.626
190.0,1468.098
200.0,1467.819
250.0,1464.095
300.0,1464.664
350.0,1466.567
400.0,1468.325
450.0,1468.662
500.0,1470.032
550.0,1471.703
600.0,1472.914
700.0,1474.765
800.0,1475.864
900.0,1476.863
1200.0,1479.898
1600.0,1484.464
2276.6,1493.341
