depth,speed
0.0,1531.016
10.0,1531.124
20.0,1525.528
30.0,1514.214
40.0,1504.827
50.0,1503.781
60.0,1501.848
70.0,1500.286
80.0,1498.614
90.0,1496.895
100.0,1496.572
110.0,1498.438
120.0,1498.072
130.0,1496.413
140.0,1494.442
150.0,1492.435
160.0,1491.107
170.0,1490.189
180.0,1490.047
190.0,1489.138
200.0,1488.519
250.0,1487.797
300.0,1486.077
350.0,1483.911
400.0,1481.367
450.0,1478.897
500.0,1477.717
550.0,1478.015
600.0,1477.874
700.0,1476.838
800.0,1477.607
900.0,1477.877
1200.0,1480.146
1600.0,1484.885
2276.6,1494.033
