depth,speed
0.0,1499.073
10.0,1499.225
20.0,1499.409
30.0,1499.58
40.0,1499.714
50.0,1499.9
60.0,1500.097
70.0,1500.259
80.0,1500.4
90.0,1500.564
100.0,1500.618
110.0,1500.768
120.0,1500.91
130.0,1501.057
140.0,1501.077
150.0,1501.228
160.0,1501.312
170.0,1501.463
180.0,1501.602
190.0,1501.733
200.0,1501.773
250.0,1502.131
300.0,1497.533
350.0,1497.055
400.0,1491.426
450.0,1481.154
500.0,1474.177
550.0,1477.828
600.0,1476.929
700.0,1475.36
800.0,1477.372
900.0,1478.027
1200.0,1481.289
1600.0,1485.38
2276.6,1494.523
