depth,speed
0.0,1493.684
10.0,1493.73
20.0,1493.74
30.0,1493.454
40.0,1492.755
50.0,1492.498
60.0,1492.453
70.0,1492.495
80.0,1492.524
90.0,1492.429
100.0,1492.353
110.0,1492.285
120.0,1492.316
130.0,1492.339
140.0,1492.353
150.0,1492.43
160.0,1492.455
170.0,1492.479
180.0,1492.626
190.0,1492.765
200.0,1492.914
250.0,1493.238
300.0,1492.703
350.0,1491.529
400.0,1489.884
450.0,1488.47
500.0,1483.535
550.0,1477.537
600.0,1477.623
700.0,1476.653
800.0,1475.481
900.0,1477.4
1200.0,1480.049
1600.0,1484.009
2276.6,1494.443
