depth,speed
0.0,1528.247
10.0,1528.055
20.0,1527.83
30.0,1519.357
40.0,1512.675
50.0,1510.353
60.0,1508.421
70.0,1506.14
80.0,1504.193
90.0,1502.906
100.0,1501.65
110.0,1500.831
120.0,1500.549
130.0,1500.497
140.0,1500.545
150.0,1500.599
160.0,1500.676
170.0,1500.751
180.0,1500.794
190.0,1500.795
200.0,1500.684
250.0,1500.024
300.0,1497.616
350.0,1496.875
400.0,1492.887
450.0,1486.942
500.0,1487.427
550.0,1480.917
600.0,1478.643
700.0,1479.431
800.0,1480.281
900.0,1480.523
1200.0,1481.701
1600.0,1485.306
2276.6,1493.755
