depth,speed
0.0,1490.984
10.0,1490.109
20.0,1487.975
30.0,1485.911
40.0,1485.079
50.0,1484.856
60.0,1484.215
70.0,1483.297
80.0,1482.413
90.0,1483.336
100.0,1484.772
110.0,1484.399
120.0,1482.105
130.0,1485.243
140.0,1482.529
150.0,1479.976
160.0,1478.912
170.0,1478.192
180.0,1477.045
190.0,1475.416
200.0,1474.398
250.0,1466.072
300.0,1461.367
350.0,1462.543
400.0,1465.464
450.0,1467.958
500.0,1469.907
550.0,1470.418
600.0,1472.725
700.0,1474.039
800.0,1475.412
900.0,1477.31
1200.0,1480.538
1600.0,1485.134
2276.6,1494.03
