depth,speed
0.0,1516.921
10.0,1516.899
20.0,1516.34
30.0,1516.303
40.0,1515.395
50.0,1510.444
60.0,1504.751
70.0,1499.946
80.0,1497.406
90.0,1495.433
100.0,1493.76
110.0,1490.876
120.0,1489.777
130.0,1488.895
140.0,1488.317
150.0,1487.572
160.0,1487.201
170.0,1487.037
180.0,1486.71
190.0,1486.296
200.0,1485.637
250.0,1469.676
300.0,1468.782
350.0,1469.662
400.0,1470.656
450.0,1471.597
500.0,1472.326
550.0,1473.165
600.0,1473.382
700.0,1475.221
800.0,1475.865
900.0,1476.455
1200.0,1479.465
1600.0,1484.459
2276.6,1493.938
