depth,speed
0.0,1530.049
10.0,1529.805
20.0,1523.951
30.0,1511.702
40.0,1504.032
50.0,1497.14
60.0,1492.569
70.0,1488.478
80.0,1483.728
90.0,1480.51
100.0,1478.029
110.0,1476.671
120.0,1474.515
130.0,1472.958
140.0,1471.704
150.0,1469.595
160.0,1468.205
170.0,1467.242
180.0,1466.441
190.0,1464.919
200.0,1463.81
250.0,1464.066
300.0,1466.714
350.0,1469.874
400.0,1472.254
450.0,1472.021
500.0,1472.545
550.0,1473.105
600.0,1474.268
700.0,1475.047
800.0,1475.499
900.0,1475.898
1200.0,1479.361
1600.0,1484.356
2276.6,1494.016
