depth,speed
0.0,1512.612
10.0,1512.512
20.0,1512.564
30.0,1512.468
40.0,1512.345
50.0,1512.519
60.0,1512.408
70.0,1509.63
80.0,1504.79
90.0,1501.641
100.0,1500.06
110.0,1498.857
120.0,1497.51
130.0,1496.644
140.0,1495.689
150.0,1494.993
160.0,1494.488
170.0,1493.863
180.0,1493.124
190.0,1492.274
200.0,1491.188
250.0,1484.598
300.0,1481.31
350.0,1479.263
400.0,1477.635
450.0,1476.88
500.0,1475.788
550.0,1475.294
600.0,1474.922
700.0,1476.5
800.0,1477.604
900.0,1478.501
1200.0,1480.874
1600.0,1485.187
2276.6,1493.78
