depth,speed
0,1474.30165127588
10,1474.22372749533
20,1474.14926901381
30,1474.07822325714
40,1474.01053844877
50,1473.94616359769
60,1473.8850484865
70,1473.82714365968
80,1473.77240041203
90,1473.72077077728
100,1473.67220751691
110,1473.62666410906
120,1473.58409473768
130,1473.54445428185
140,1473.50769830517
150,1473.47378304545
160,1473.44266540443
170,1473.41430293769
180,1473.38865384481
190,1473.36567695951
200,1473.34533174009
250,1473.28170420874
300,1473.27813000798
350,1473.33018975589
400,1473.43378929709
450,1473.58513576898
500,1473.78071542935
550,1474.01727311565
600,1474.29179321582
700,1474.94375148702
800,1475.71661814063
900,1476.59325244498
1200,1479.70878551591
1727.8,1486.32001172805
