depth,speed
0.0,1487.832
10.0,1487.971
20.0,1488.122
30.0,1488.281
40.0,1488.436
50.0,1488.589
60.0,1488.734
70.0,1488.856
80.0,1488.977
90.0,1489.104
100.0,1489.066
110.0,1488.864
120.0,1488.825
130.0,1488.828
140.0,1488.74
150.0,1488.416
160.0,1488.354
170.0,1488.117
180.0,1487.955
190.0,1487.653
200.0,1487.265
250.0,1481.305
300.0,1474.757
350.0,1472.726
400.0,1472.835
450.0,1473.382
500.0,1474.384
550.0,1475.419
600.0,1475.796
700.0,1476.371
800.0,1476.705
900.0,1477.307
1315.6,1482.129
