depth,speed
0.0,1509.816
10.0,1509.895
20.0,1509.939
30.0,1509.297
40.0,1508.469
50.0,1507.094
60.0,1505.622
70.0,1502.483
80.0,1500.191
90.0,1498.002
100.0,1495.404
110.0,1493.785
120.0,1492.973
130.0,1491.604
140.0,1490.107
150.0,1488.478
160.0,1487.229
170.0,1485.928
180.0,1484.28
190.0,1482.721
200.0,1481.427
250.0,1473.326
300.0,1472.235
350.0,1472.653
400.0,1473.579
450.0,1474.049
500.0,1474.766
550.0,1475.261
600.0,1474.864
700.0,1475.018
800.0,1475.674
900.0,1476.454
1315.6,1480.986
