depth,speed
0.0,1492.085
10.0,1492.119
20.0,1491.301
30.0,1490.181
40.0,1489.657
50.0,1488.423
60.0,1487.348
70.0,1486.663
80.0,1485.228
90.0,1482.733
100.0,1480.177
110.0,1478.806
120.0,1479.006
130.0,1479.245
140.0,1478.423
150.0,1477.182
160.0,1477.03
170.0,1478.325
180.0,1477.995
190.0,1475.803
200.0,1473.986
250.0,1469.116
300.0,1470.419
350.0,1474.65
400.0,1474.011
450.0,1473.384
500.0,1471.696
550.0,1472.676
600.0,1474.046
700.0,1474.174
800.0,1475.284
900.0,1476.384
1137.65,1479.221
